Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
30,Environmental protection,,2013-04-03,2013-04-03,,Function,,,,,,,,
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,788,Animal inspection,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,434,Animal welfare,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1471,Dangerous dogs enforcement,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,612,Dog registration,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,432,Dog wardens,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1506,Pet burial,Service
31,Animal welfare,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,575,Stray animals,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,618,Archaeology - consultancy,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,619,Archaeology - excavations and surveys,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,745,Countryside conservation,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,596,Ecology and geology,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,495,Environmental policy,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,597,Landscape character assessment,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,862,Local access forums,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1611,Surface water management plans,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1131,Sustainable development,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1613,Sustainable drainage systems,Service
32,Conservation and sustainability,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1144,Waste reduction,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,746,Community farms,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,467,Countryside education,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,466,Countryside facilities,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,702,Countryside management,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,749,Countryside rangers,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,470,Countryside surveys,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,469,Countryside visitor centres,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,750,Countryside volunteers,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1052,Farming advice,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1053,Feed hygiene registration,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,751,Field study centres,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,748,Forest and woodland management,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,464,Grazing land,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1540,Nature reserves,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1118,Open access land,Service
33,Countryside and farming,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1724,Smallholdings,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1774,Animal by-products enforcement,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,601,Environmental health - out of hours emergencies,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,408,Food poisoning and contamination,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,407,Food safety enforcement,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,406,Food safety inspections,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,431,Pest control,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1011,Scientific services,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1086,Smoking ban,Service
34,Environmental health,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1597,Swimming pool and spa pool monitoring,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1538,Cemeteries and crematoria,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,875,Civil funerals,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,332,Exhumations,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,333,Grave purchasing,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,825,Independent funerals,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,334,Memorial construction,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,325,Mortuaries,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,329,Municipal funerals,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,326,Repatriation of bodies - England and Wales,Service
35,Funerals and cremations,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,327,Repatriation of bodies abroad,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,649,Common land and village greens,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,589,Grass cutting,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,655,Gypsy and traveller sites,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,670,Outdoor play facilities,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,669,Parks and open space landscaping,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,709,Parks and open space maintenance,Service
36,Parks and open spaces,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,461,Parks and open spaces,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,411,Air handling units,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,413,Air quality,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,415,Asbestos management,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,691,Clean Air Act approval,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,417,Construction site pollution,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,418,Contaminated land,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,879,Environmental information regulations,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1084,Exhaust emission testing,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,595,Geotechnonology,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,414,Hazardous substance control,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1085,Idling vehicles,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,899,Light pollution,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,412,Noise pollution,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,416,Nuisances,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1051,Private water supply analysis,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,909,Septic tanks and cesspits,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1575,Smoke control areas,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,660,Water pollution,Service
37,Pollution control,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,776,Water quality monitoring,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,535,Composters,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1423,Food waste recycling,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,851,Recycling advice,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,533,Recycling bags and containers,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1779,Recycling of batteries,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,534,Recycling sites,Service
39,Recycling,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1130,Residential recycling collections,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1152,Abandoned shopping trolleys,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,372,Abandoned vehicles,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,576,Dead animal removal,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1094,Dog  waste bins,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,577,Dog fouling,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,588,Flyposting,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,587,Flytipping,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,584,Graffiti removal,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,581,Litter bins,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1138,Litter enforcement,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,580,Litter removal,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,583,Market cleaning,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,579,Public toilets,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,1615,Public toilets - RADAR keys ,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,591,Road spillages,Service
40,Street care and cleaning,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,contains,582,Street cleaning,Service
41,Utilites,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,,,,
38,Waste management,,2013-04-03,2013-04-03,,Function,30,Environmental protection,Environmental protection,,,,,
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,523,Commercial  clinical waste disposal,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,519,Commercial waste bins,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,517,Commercial waste collection,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,520,Commercial waste disposal sites,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,522,Commercial waste special collections,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,518,Commercial waste spillage,Service
140,Commercial waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,689,Skip services,Service
141,Hazardous waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,850,Hazardous waste collection,Service
141,Hazardous waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,428,Syringe disposal,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,528,Bulky household waste collections,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,859,Clinical household waste,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,530,Household garden waste,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,1473,Household waste accumulation,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,854,Household waste assisted collection,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,524,Household waste collection,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,526,Household waste containers,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,531,Household waste disposal sites,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,1470,Household waste enforcement,Service
142,Household waste,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,1744,Residential waste spillages,Service
143,Waste policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,877,Area waste strategy,Service
143,Waste policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,38,Waste management,Environmental protection,Waste management,contains,1472,Refuse duty of care - enforcement,Service
42,"Government, citizens and rights",,2013-04-03,2013-04-03,,Function,,,,,,,,
43,Accessing and updating personal information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,,,,
44,Asylum and immigration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,915,Asylum seekers - nationality checking,Service
44,Asylum and immigration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,77,Asylum seekers support,Service
44,Asylum and immigration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,852,Citizenship ceremonies,Service
45,Commercial activities,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,,,,
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,1046,Calibration and testing,Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,883,"Catering, sales and vending",Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,373,"Conference, hall and meeting room hire",Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,821,Estates management,Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,882,Festive decorations,Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,869,MOT testing,Service
144,Goods and services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,827,Sale of gifts and publications,Service
145,Procurement,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,369,Approved suppliers,Service
145,Procurement,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,828,Contracts lists,Service
145,Procurement,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,829,Contracts management,Service
145,Procurement,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,1629,Corporate - procurement,Service
145,Procurement,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,"Government, citizens and rights",Commercial activities,contains,830,Procurement policy,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,853,Accessibility of Web sites,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1555,Civic events,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1412,Community noticeboards,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1640,Corporate - communications,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,822,Media and publicity protocols,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,359,News and information releases,Service
46,Communications and publicity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,659,Publications,Service
47,Complaints and compliments,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,370,Change of circumstances,Service
47,Complaints and compliments,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,645,Complaints advocacy,Service
47,Complaints and compliments,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,353,Complaints procedure,Service
47,Complaints and compliments,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,653,Customer satisfaction surveys,Service
47,Complaints and compliments,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1536,Feedback and suggestions,Service
48,Consultations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,366,Community engagement,Service
48,Consultations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1306,Petitions,Service
48,Consultations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,867,Service delivery consultation,Service
48,Consultations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,658,Spending plans consultation,Service
49,Data protection and freedom of information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,826,Data Protection,Service
49,Data protection and freedom of information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,722,Freedom of Information,Service
49,Data protection and freedom of information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1088,Re-use of public sector information,Service
50,Democracy,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,,,,
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1390,Byelaws and regulations,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1045,Civic recognition and awards,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,719,Community assemblies and committees,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1291,Constitution,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,721,Election results,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1679,Electoral areas,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,365,Electoral nominations,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,364,Electoral register,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,861,Equality and diversity,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1651,Lord Lieutenant,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,354,"Minutes, agendas and reports",Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1013,Postal voting,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,361,Proxy voting,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,724,Referenda,Service
146,Democratic services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,362,Voting,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1703,Councillor casual vacancies,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,355,Councillors declaration of interest,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,358,Councillors directory,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,357,Councillors surgeries,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,1701,Mayoral elections,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,360,Mayoral invitations,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,687,Members of parliament - MPs and MEPs,Service
147,Elected members,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,"Government, citizens and rights",Democracy,contains,723,Parish/town council and councillors,Service
51,Equality and diversity,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,,,,
52,Internal operation,,2013-03-04,2013-04-03,Renamed from 'Municipal operation' in March 2016 review,Function,42,"Government, citizens and rights","Government, citizens and rights",,,,,
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1413,Civic buildings,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1137,Civic liability,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1662,Corporate - assets,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1667,Corporate - education,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,990,Corporate - Information management,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1657,Corporate - insurance,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1784,Corporate - meeting governance,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1626,Corporate - organisation structure,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1627,Corporate - partnership working,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1628,Corporate - project management,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1305,Corporate - records management,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1630,Corporate - reporting,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1668,Corporate - research,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1631,Corporate - resource planning,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1632,Corporate - service management,Service
114,Corporate management,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,662,Town twinning,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1028,Members - allowances,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,997,Members - committee membership,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1026,Members - communications,Service
