Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,860,Premises licence,Service
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,842,Sports grounds safety certificate,Service
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1256,Sports stands safety certificate,Service
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1160,Stage hypnotism licence,Service
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1071,Temporary event notice,Service
83,Alcohol and entertainment,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,318,Wedding venue licence,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1355,"Consent for cellars, pavement lights and ventilators under street",Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1348,Leaflet distribution consent,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1048,Permission to film and photograph,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1049,Permission to host events,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1335,Pig movement notification,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,521,Skip permits,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1580,Street parties permission,Service
165,Permissions and consents,,2016-09-12,2016-09-12,Added in March 2016 review,Function,83,Alcohol and entertainment,"Licences, permits and permissions",Alcohol and entertainment,contains,1362,Verges - permitted use,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,374,Boarding animals licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,376,Dangerous animals licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,377,Dog breeding licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1077,Performing animals licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,375,Pet shop licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,696,Riding establishment licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,706,Sheep and goat movement licence,Service
84,Animals,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,699,Zoo licence,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,650,Accommodation certificates,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,383,Building materials licence,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1655,Highway planting licence,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,898,Homes in multiple occupancy licence,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1354,"Licence for bridges, buildings, beams and cables over or along highway",Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,708,Pollution control - Part A(2) and Part B processes,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,382,Scaffolding and hoarding licence,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1691,Selective area housing licences,Service
85,Building and construction,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1690,Selective housing areas,Service
86,Businesses and markets,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,681,Acupuncturist registration,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,379,Auction premises licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,743,Caravan site licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,648,House to house collection licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,389,Massage and special treatment licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1294,Massage and special treatments therapist registration,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1717,Moveable dwelling site licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1329,Petrol vapour recovery regulation,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1038,Registering business premises,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1328,Regulation of dry cleaning premises,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,682,Second hand goods licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,388,Sex establishment licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1330,Solvent emissions regulation,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,647,Street collection licence,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,678,Sunday trading notification,Service
163,Businesses,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,680,"Tattooist, piercing and electrolysis registration",Service
164,Markets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,617,Farmers markets,Service
164,Markets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,782,Local markets,Service
164,Markets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,679,Market event licence,Service
164,Markets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,616,Market stall rental,Service
164,Markets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,400,Street trading licence,Service
89,Food,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,390,Food business registration,Service
89,Food,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1293,Food premises approval,Service
89,Food,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,845,Food safety advice,Service
89,Food,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,391,Late night catering licence,Service
89,Food,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,742,Street café licence,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1683,Club gaming permit,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1684,Club machine permit,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1681,Family entertainment centre gaming machine permits,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1134,Gambling premises licence,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1682,Gambling premises temporary use notices,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1687,Licensed premises gaming machine permit,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,397,Lottery licence,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1685,Prize gaming permit,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,844,Track betting licence,Service
90,Gambling and lottery,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1686,Track gambling premises occasional use notices,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,796,Explosives licence,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,426,Firework safety advice,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,384,Fireworks sales licence,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,697,Fuel delivery and storage,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,810,Petroleum storage licence,Service
88,Hazardous materials,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,380,Poisons licence,Service
87,Social care and education,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,
91,Transport,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,
166,Roads and streets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,785,Abnormal load notification,Service
166,Roads and streets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,744,Highway projection licence,Service
166,Roads and streets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1295,Street works licence,Service
166,Roads and streets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,843,Weighbridge operator licence,Service
166,Roads and streets,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1705,Workplace parking levy,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1729,Dual drivers licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,635,Hackney carriage (taxi) drivers licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,632,Hackney carriage (taxi) licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,634,Private hire drivers licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,636,Private hire operators licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,633,Private hire vehicle (minicab) licence,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1126,Taxi fare setting,Service
167,Taxi and private hire,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,387,Voluntary sector transport licence,Service
92,Utilites,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,
93,Waste and pollution,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,707,Cooling tower registration,Service
93,Waste and pollution,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,866,Registration - motor salvage operator,Service
93,Waste and pollution,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,378,Scrap metal site registration,Service
93,Waste and pollution,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,695,Skip operator licence,Service
94,Water activities,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,741,Boatman's licence,Service
94,Water activities,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,739,Pleasure boat licence,Service
94,Water activities,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,740,Self drive boats licence,Service
95,Marine and waterway services,,2013-04-03,2013-04-03,,Function,,,,,,,,
96,Coastline,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,756,Beach patrols,Service
96,Coastline,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,760,Coastal events,Service
96,Coastline,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,848,Coastal protection,Service
97,Inland waterways,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,556,Canals and waterways,Service
97,Inland waterways,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,780,Houseboats,Service
97,Inland waterways,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,contains,781,Reservoir management,Service
98,Ports and harbours,,2013-04-03,2013-04-03,,Function,95,Marine and waterway services,Marine and waterway services,,,,,
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,757,Boat and trailer parking,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,758,Boat moorings,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,769,Boat waste disposal,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,771,Boat winter storage,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,759,Cranage,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,779,Lifebelts,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,774,Marine docking beds,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,766,Marine storage lockers,Service
168,Port and harbour facilities,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,765,Port and harbour facilities,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,772,Animal importation,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,762,Boat launching and recovery,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,763,Boat registration,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,770,Marine weather data,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,1006,Navigation and berthing,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,764,Pilotage,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,773,Port arrival notification,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,775,Port consignment notification,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,777,Ports of entry - detention,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,847,Rabies protection,Service
169,Port and harbour operations,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Marine and waterway services,Ports and harbours,contains,767,Towing for marine vessels,Service
99,Planning and building control,,2013-04-03,2013-04-03,,Function,,,,,,,,
100,Building control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,499,Building control,Service
100,Building control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1157,Building control enforcement,Service
100,Building control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1397,Domestic heating oil tanks,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1082,Advertisement control,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1797,Brownfield land register,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1711,Community infrastructure levy (CIL),Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1736,Conservation area tree works notification,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,608,Development control,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1158,Development control enforcement,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1734,Discharge of planning conditions,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1738,Environmental Impact Assessment screening,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,487,Full planning applications,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,672,Land charges search,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1712,Lawful Development Certificate existing use,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1732,Lawful Development Certificate proposed use,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1707,Local development order,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1709,Neighbourhood development order,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1730,Outline planning consent,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1057,Planning area search,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,855,Planning consultation,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,516,Planning decision notices,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1740,Planning minor material amendments,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1739,Planning non-material amendments,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1710,Planning obligations,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1737,Planning pre-application advice,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1731,Planning reserved matters,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1733,Prior notification of development,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1735,Removal/variation of planning conditions,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,485,Residential planning applications,Service
101,Development control,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1785,Self-build and custom build register,Service
102,Heritage and landscape,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,,,,
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,668,Building and landscape design,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,511,Conservation areas,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,594,Land use proposals,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,856,Local Development Framework,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,494,Local plans,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,674,Minerals local plan,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1708,Neighbourhood planning,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,599,Statutory development plans,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,493,Transport policy,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,675,Waste local plan,Service
103,Planning policy,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,515,Zoning,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,510,Allotments,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,512,Conservation area planning,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,600,Dangerous structures,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,602,Demolition control,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,603,Demolition enforcement,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,128,Demolitions - property assessment,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,684,Derelict properties,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,477,Dropped kerbs,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1122,High hedges,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,593,Land and property availability,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,514,Listed building consent,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1060,Property enquiries certificates,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,592,Property register,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1786,Register of land,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,513,Street names and numbering,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,505,Tree management,Service
170,Planning services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,508,Tree preservation orders,Service
104,Town centre management,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,,,,
105,Transport and highways,,2013-04-03,2013-04-03,,Function,,,,,,,,
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,272,Community transport,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,901,Demand responsive transport,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,221,Disabled and older people - rail card,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,280,Disabled people - bus passes,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,276,Disabled people - Motability scheme,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,275,Disabled people - taxi card,Service
106,Community transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,273,Older people's bus pass,Service
107,Cycling,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1530,Cycle hire,Service
107,Cycling,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1566,Cycling schemes,Service
108,"Footpaths, byways and bridleways",,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,613,Public rights of way,Service
