Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1584,Transparency of accounts,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1573,Transparency of senior salaries,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,505,Tree management,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,508,Tree preservation orders,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,101,Unauthorised house occupants,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1125,Under age sales,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,677,Vacant land and property,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,586,Vandalism prevention,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,715,Voluntary property acquisition,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,387,Voluntary sector transport licence,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,362,Voting,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,563,Wall maintenance,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1607,Water network extensions,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,660,Water pollution,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,318,Wedding venue licence,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,317,Wedding venues,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,843,Weighbridge operator licence,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1078,Window cleaning business licence,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1079,Window cleaning employee licence,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,52,Work experience placements,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,752,Work health and safety advice and training,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1589,Work with ionising radiation notification,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1145,Young people's learning prospectus,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1041,Young Scot Card,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,919,Youth leadership training,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1116,Youth Opportunity Fund,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,1598,Youth Rehabilitation Order,Service
0,Applications for service,,2013-04-03,2013-04-03,,Interaction,,,is part of,699,Zoo licence,Service
10,Appealing,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,487,Full planning applications,Service
10,Appealing,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,485,Residential planning applications,Service
30,Application for exemption,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
21,Appointment booking,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
11,Changing circumstances,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1296,Civil marriage and civil partnership venue licence,Service
11,Changing circumstances,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1293,Food premises approval,Service
11,Changing circumstances,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1294,Massage and special treatments therapist registration,Service
13,Complaining,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
20,Entitlement/eligibility checking,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
14,Renewing,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1295,Street works licence,Service
15,Repairing,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
16,Replacing,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1152,Abandoned shopping trolleys,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,372,Abandoned vehicles,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,429,Accident reporting,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,434,Animal welfare,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1483,Anti-social behaviour  - solvent abuse,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1480,Anti-social behaviour - begging and vagrancy,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1481,Anti-social behaviour - hoax or false calls to emergency services,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1484,Anti-social behaviour - inconsiderate or nuisance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1485,Anti-social behaviour - neighbour nuisance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1486,Anti-social behaviour - street drinking,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1487,Anti-social behaviour - vehicle,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1482,Anti-social behaviour -malicious or nuisance communication,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,266,Child protection,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,140,Communal housing repairs,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,418,Contaminated land,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1696,Criminal behaviour order,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1476,Criminal damage - dwelling,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1477,Criminal damage - non-domestic building,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1479,Criminal damage - non-specific,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1478,Criminal damage - property,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1475,Criminal damage - vehicle,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1471,Dangerous dogs enforcement,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,545,Dangerous road improvements,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,600,Dangerous structures,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,576,Dead animal removal,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,684,Derelict properties,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1094,Dog  waste bins,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,577,Dog fouling,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,555,Drain and gully clearance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,139,Emergency out of hours housing repairs,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,601,Environmental health - out of hours emergencies,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,789,Fair trading,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,588,Flyposting,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,587,Flytipping,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,408,Food poisoning and contamination,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,584,Graffiti removal,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,524,Household waste collection,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,526,Household waste containers,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,98,Housing nuisance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,141,Housing repairs,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,899,Light pollution,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,581,Litter bins,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,580,Litter removal,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,412,Noise pollution,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,416,Nuisances,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,537,Pavement maintenance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,536,Pavement obstructions,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,475,Pavement parking,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,558,Pavements - personal injury,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,910,Personal alcohol and entertainment licence,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,431,Pest control,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,402,Product safety,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,579,Public toilets,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,533,Recycling bags and containers,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,534,Recycling sites,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1130,Residential recycling collections,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1744,Residential waste spillages,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,1120,Rights of way maintenance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,561,Road gritting,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,557,Road maintenance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,550,Road obstructions,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,591,Road spillages,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,731,Safeguarding vulnerable adults,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,562,Snow clearance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,575,Stray animals,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,582,Street cleaning,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,559,Street furniture,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,564,Street lighting,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,505,Tree management,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,574,Verge maintenance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,563,Wall maintenance,Service
17,Reporting,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,is part of,660,Water pollution,Service
12,Status checking,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
33,Tell us once,,2013-04-03,2013-04-03,,Interaction,0,Applications for service,,,,
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,27,Adult education courses,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,728,Advocacy for social care clients,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,727,Alcohol advice and support,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,1108,Camping and caravan sites,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,242,Care at home,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,209,Care needs assessment,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,852,Citizenship ceremonies,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,875,Civil funerals,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,296,Community and day centres,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,1149,Community centres,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,272,Community transport,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,373,"Conference, hall and meeting room hire",Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,468,Countryside events,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,651,Debt counselling,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,276,Disabled people - Motability scheme,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,783,Driver training,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,730,Drugs advice and support,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,343,Employment and training initiatives,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,846,Environmental health placements,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,250,Families - babysitting services - information,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,809,Fire warden/commercial training,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,422,Health and safety training,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,442,Library computers and the internet,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,874,Marriage renewal,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,869,MOT testing,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,336,Municipal golf courses,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,839,Museum and gallery shops,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,873,Naming ceremonies,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,876,Notice of marriage or civil partnership,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,180,Occupational therapy,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,640,Older people's  activities,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,463,Outdoor events,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,670,Outdoor play facilities,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,205,Specialist equipment for disabled people,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,644,Sports - facilities - information,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,462,Sports - pitches and courts,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,641,Sports club directory,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,453,Sports coaching,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,881,Sports equipment hire,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,451,Sports facilities,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,734,Tourist accommodation,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,317,Wedding venues,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,752,Work health and safety advice and training,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,642,Young people's drop in activities,Service
1,"Booking venues, resources and courses",,2013-04-03,2013-04-03,,Interaction,,,is part of,643,Young people's organised activities,Service
24,Course booking,,2013-04-03,2013-04-03,,Interaction,1,"Booking venues, resources and courses",,,,
23,Reserving a resource,,2013-04-03,2013-04-03,,Interaction,1,"Booking venues, resources and courses",,,,
22,Venue/facility booking,,2013-04-03,2013-04-03,,Interaction,1,"Booking venues, resources and courses",,,,
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,1152,Abandoned shopping trolleys,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,56,Business rates account enquiries,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,54,Business rates annual notification,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,93,Commercial lettings,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,122,Communal heating charge,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,58,Council tax account enquiries,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,57,Council tax annual notification,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,62,Council tax benefit backdated claims,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,1114,Domestic water rates,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,123,Home contents insurance,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,858,Home improvement loans,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,120,Housing rent,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,118,Land and property - garages - arrears,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,119,Late tenancy arrears,Service
2,Collecting revenue,,2013-04-03,2013-04-03,,Interaction,,,is part of,116,Rent arrears,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,27,Adult education courses,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,848,Coastal protection,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,746,Community farms,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,720,Community strategy,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,417,Construction site pollution,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,653,Customer satisfaction surveys,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,128,Demolitions - property assessment,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,23,Education - grants - education maintenance award,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,49,Education consultations,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,861,Equality and diversity,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,845,Food safety advice,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,487,Full planning applications,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,862,Local access forums,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,1150,Local Involvement Network (LINk),Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,709,Parks and open space maintenance,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,725,Performance measurement and reporting,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,855,Planning consultation,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,613,Public rights of way,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,851,Recycling advice,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,823,Regeneration projects,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,485,Residential planning applications,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,867,Service delivery consultation,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,658,Spending plans consultation,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,842,Sports grounds safety certificate,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,1012,Tenant participation,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,662,Town twinning,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,493,Transport policy,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,737,Traveller children support,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,715,Voluntary property acquisition,Service
3,Consultation,,2013-04-03,2013-04-03,,Interaction,,,is part of,1116,Youth Opportunity Fund,Service
27,Customer surveys,,2013-04-03,2013-04-03,,Interaction,3,Consultation,,,,
26,Democratic consultation,,2013-04-03,2013-04-03,,Interaction,3,Consultation,,,,
25,Statutory consultation,,2013-04-03,2013-04-03,,Interaction,3,Consultation,,,,
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,681,Acupuncturist registration,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,27,Adult education courses,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,379,Auction premises licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1065,Betting office licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,323,Birth - historical searches,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,374,Boarding animals licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,757,Boat and trailer parking,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1066,Bookmakers permit,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,383,Building materials licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1058,Building warrants,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,385,Butchers shop licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1046,Calibration and testing,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1108,Camping and caravan sites,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,883,"Catering, sales and vending",Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1069,Children's certificate,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,875,Civil funerals,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,646,Club premises certificate,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,517,Commercial waste collection,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,373,"Conference, hall and meeting room hire",Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,663,Copy certificates,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1042,Council - commercial activities - equipment hire - civic events,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,478,Council car parks,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1098,Court fines - supervision of payment,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,683,Credit licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,376,Dangerous animals licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,324,Death - historical searches,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,901,Demand responsive transport,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,377,Dog breeding licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,398,Door supervisor licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1067,Door-to-door metal dealer licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1084,Exhaust emission testing,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,796,Explosives licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1068,Fireworks display licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,384,Fireworks sales licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,390,Food business registration,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,487,Full planning applications,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,335,Funeral records,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1134,Gambling premises licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,333,Grave purchasing,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,635,Hackney carriage (taxi) drivers licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,632,Hackney carriage (taxi) licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,898,Homes in multiple occupancy licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,648,House to house collection licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,780,Houseboats,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,1085,Idling vehicles,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,825,Independent funerals,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,598,Land and property - property searches,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,672,Land charges search,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,391,Late night catering licence,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,456,Leisure passes,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,443,Library fines,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,446,Library sales,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,396,Licences - amusements with prizes,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,394,Licences - cinemas,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,392,Licences - game dealing,Service
4,Paying for goods and services,,2013-04-03,2013-04-03,,Interaction,,,is part of,386,Licences - gaming machines,Service
